text_id,precision,recall,f1,partial_precision,partial_recall,partial_f1
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3333333333333333,0.25,0.28571428571428575,0.8257575757575758,0.6193181818181819,0.7077922077922078
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4
5,0.0,0.0,0.0,0.3111111111111111,0.18666666666666668,0.23333333333333334
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.47368421052631576,0.3157894736842105,0.3789473684210526
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575
12,0.2,0.25,0.22222222222222224,0.31666666666666665,0.3958333333333333,0.3518518518518519
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575
15,0.0,0.0,0.0,0.12962962962962962,0.25925925925925924,0.1728395061728395
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.6666666666666666,0.4,0.5,0.6666666666666666,0.4,0.5
18,0.25,0.25,0.25,0.39285714285714285,0.39285714285714285,0.39285714285714285
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5
21,0.0,0.0,0.0,0.1,0.16666666666666666,0.125
22,0.0,0.0,0.0,0.0,0.0,0.0
23,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
24,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666,0.13333333333333333
25,0.0,0.0,0.0,0.0,0.0,0.0
26,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.5,0.3333333333333333,0.4,0.5,0.3333333333333333,0.4
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5
31,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5
32,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8
33,0.25,0.25,0.25,0.675,0.675,0.675
34,0.0,0.0,0.0,0.16666666666666669,0.2777777777777778,0.20833333333333334
35,0.2,0.5,0.28571428571428575,0.2,0.5,0.28571428571428575
36,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.6410256410256411,0.32051282051282054,0.4273504273504274
37,0.0,0.0,0.0,0.25,0.5,0.3333333333333333
38,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
40,0.25,0.2,0.22222222222222224,0.25,0.2,0.22222222222222224
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.2333333333333333,0.175,0.19999999999999996
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.3416666666666667,0.2733333333333333,0.3037037037037037
46,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
49,0.3333333333333333,0.25,0.28571428571428575,0.3333333333333333,0.25,0.28571428571428575
